chart_type,file,source_path,old_reason_codes,new_reason_codes,x_axis_type_pred,x_axis_type_gt,y_axis_type_pred,y_axis_type_gt,x_ticks,y_ticks,x_ticks_encrypted,y_ticks_encrypted,grid_path,encrypted_grid_path,ticks_json_path,error
v_bar,v_bar_056.png,F:\program\test-demo\backend\charts\v_bar\v_bar_056.png,y_axis_type_wrong,,text,text,numeric,numeric,8,6,8,11,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_056_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_056_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_056_ticks.json,
v_bar,v_bar_064.png,F:\program\test-demo\backend\charts\v_bar\v_bar_064.png,y_axis_type_wrong,,text,text,numeric,numeric,12,6,12,11,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_064_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_064_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_064_ticks.json,
v_bar,v_bar_070.png,F:\program\test-demo\backend\charts\v_bar\v_bar_070.png,y_axis_type_wrong,,text,text,numeric,numeric,9,6,9,11,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_070_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_070_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_070_ticks.json,
v_bar,v_bar_071.png,F:\program\test-demo\backend\charts\v_bar\v_bar_071.png,y_axis_type_wrong,,text,text,numeric,numeric,4,6,4,11,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_071_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_071_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_071_ticks.json,
v_bar,v_bar_074.png,F:\program\test-demo\backend\charts\v_bar\v_bar_074.png,y_axis_type_wrong,,text,text,numeric,numeric,5,6,5,11,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_074_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_074_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_074_ticks.json,
v_bar,v_bar_081.png,F:\program\test-demo\backend\charts\v_bar\v_bar_081.png,y_axis_type_wrong,,text,text,numeric,numeric,9,8,9,15,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_081_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_081_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_081_ticks.json,
v_bar,v_bar_085.png,F:\program\test-demo\backend\charts\v_bar\v_bar_085.png,y_axis_type_wrong,,text,text,numeric,numeric,7,8,7,15,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_085_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_085_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_085_ticks.json,
v_bar,v_bar_089.png,F:\program\test-demo\backend\charts\v_bar\v_bar_089.png,y_axis_type_wrong,,text,text,numeric,numeric,8,9,8,17,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_089_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_089_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_089_ticks.json,
v_bar,v_bar_090.png,F:\program\test-demo\backend\charts\v_bar\v_bar_090.png,y_axis_type_wrong,,text,text,numeric,numeric,11,6,11,11,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_090_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_090_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_090_ticks.json,
v_bar,v_bar_091.png,F:\program\test-demo\backend\charts\v_bar\v_bar_091.png,y_axis_type_wrong,,text,text,numeric,numeric,11,9,11,17,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_091_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_091_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_091_ticks.json,
v_bar,v_bar_093.png,F:\program\test-demo\backend\charts\v_bar\v_bar_093.png,y_axis_type_wrong,,text,text,numeric,numeric,4,6,4,11,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_093_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_093_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_093_ticks.json,
v_bar,v_bar_098.png,F:\program\test-demo\backend\charts\v_bar\v_bar_098.png,y_axis_type_wrong,,text,text,numeric,numeric,10,7,10,13,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_098_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_098_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_098_ticks.json,
v_bar,v_bar_113.png,F:\program\test-demo\backend\charts\v_bar\v_bar_113.png,x_axis_type_wrong|y_axis_type_wrong,,text,text,numeric,numeric,5,6,5,11,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_113_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_113_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_113_ticks.json,
v_bar,v_bar_114.png,F:\program\test-demo\backend\charts\v_bar\v_bar_114.png,x_axis_type_wrong,,text,text,numeric,numeric,5,10,5,19,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_114_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_114_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_114_ticks.json,
v_bar,v_bar_118.png,F:\program\test-demo\backend\charts\v_bar\v_bar_118.png,y_axis_type_wrong,process_failed,unknown,text,unknown,numeric,0,0,0,0,,,,not_enough_tick_lines
v_bar,v_bar_127.png,F:\program\test-demo\backend\charts\v_bar\v_bar_127.png,x_axis_type_wrong,,text,text,numeric,numeric,2,6,2,11,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_127_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_127_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_127_ticks.json,
v_bar,v_bar_133.png,F:\program\test-demo\backend\charts\v_bar\v_bar_133.png,x_axis_type_wrong,,text,text,numeric,numeric,20,7,20,13,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_133_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_133_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_133_ticks.json,
v_bar,v_bar_138.png,F:\program\test-demo\backend\charts\v_bar\v_bar_138.png,y_axis_type_wrong,,text,text,numeric,numeric,9,8,9,15,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_138_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_138_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_138_ticks.json,
v_bar,v_bar_139.png,F:\program\test-demo\backend\charts\v_bar\v_bar_139.png,y_axis_type_wrong,,text,text,numeric,numeric,13,9,13,17,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_139_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_139_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_139_ticks.json,
v_bar,v_bar_144.png,F:\program\test-demo\backend\charts\v_bar\v_bar_144.png,y_axis_type_wrong,,text,text,numeric,numeric,5,7,5,13,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_144_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_144_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_144_ticks.json,
v_bar,v_bar_156.png,F:\program\test-demo\backend\charts\v_bar\v_bar_156.png,y_axis_type_wrong,,text,text,numeric,numeric,13,6,13,11,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_156_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_156_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_156_ticks.json,
v_bar,v_bar_161.png,F:\program\test-demo\backend\charts\v_bar\v_bar_161.png,y_axis_type_wrong,,text,text,numeric,numeric,10,7,10,13,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_161_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_161_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_161_ticks.json,
v_bar,v_bar_176.png,F:\program\test-demo\backend\charts\v_bar\v_bar_176.png,y_axis_type_wrong,,text,text,numeric,numeric,7,7,7,13,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_176_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_176_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_176_ticks.json,
v_bar,v_bar_177.png,F:\program\test-demo\backend\charts\v_bar\v_bar_177.png,y_axis_type_wrong,,text,text,numeric,numeric,11,8,11,15,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_177_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_177_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_177_ticks.json,
v_bar,v_bar_178.png,F:\program\test-demo\backend\charts\v_bar\v_bar_178.png,y_axis_type_wrong,,text,text,numeric,numeric,8,6,8,11,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_178_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_178_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_178_ticks.json,
v_bar,v_bar_180.png,F:\program\test-demo\backend\charts\v_bar\v_bar_180.png,y_axis_type_wrong,,text,text,numeric,numeric,5,7,5,13,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_180_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_180_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_180_ticks.json,
v_bar,v_bar_193.png,F:\program\test-demo\backend\charts\v_bar\v_bar_193.png,y_axis_type_wrong,,text,text,numeric,numeric,11,7,11,13,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_193_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_193_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_193_ticks.json,
v_bar,v_bar_195.png,F:\program\test-demo\backend\charts\v_bar\v_bar_195.png,y_axis_type_wrong,,text,text,numeric,numeric,9,6,9,11,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_195_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_195_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\v_bar\v_bar_195_ticks.json,
h_bar,h_bar_000.png,F:\program\test-demo\backend\charts\h_bar\h_bar_000.png,y_axis_type_wrong,y_axis_type_wrong,numeric,numeric,numeric,text,6,2,11,3,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_000_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_000_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_000_ticks.json,
h_bar,h_bar_003.png,F:\program\test-demo\backend\charts\h_bar\h_bar_003.png,x_axis_type_wrong,,numeric,numeric,text,text,8,10,15,10,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_003_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_003_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_003_ticks.json,
h_bar,h_bar_006.png,F:\program\test-demo\backend\charts\h_bar\h_bar_006.png,x_axis_type_wrong,,numeric,numeric,text,text,8,12,15,12,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_006_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_006_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_006_ticks.json,
h_bar,h_bar_018.png,F:\program\test-demo\backend\charts\h_bar\h_bar_018.png,x_axis_type_wrong,,numeric,numeric,text,text,9,23,17,23,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_018_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_018_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_018_ticks.json,
h_bar,h_bar_026.png,F:\program\test-demo\backend\charts\h_bar\h_bar_026.png,x_axis_type_wrong,,numeric,numeric,text,text,7,5,13,5,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_026_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_026_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_026_ticks.json,
h_bar,h_bar_030.png,F:\program\test-demo\backend\charts\h_bar\h_bar_030.png,x_axis_type_wrong,,numeric,numeric,text,text,6,8,11,8,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_030_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_030_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_030_ticks.json,
h_bar,h_bar_031.png,F:\program\test-demo\backend\charts\h_bar\h_bar_031.png,x_axis_type_wrong,,numeric,numeric,text,text,7,19,13,19,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_031_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_031_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_031_ticks.json,
h_bar,h_bar_033.png,F:\program\test-demo\backend\charts\h_bar\h_bar_033.png,x_axis_type_wrong,,numeric,numeric,text,text,5,8,9,8,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_033_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_033_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_033_ticks.json,
h_bar,h_bar_041.png,F:\program\test-demo\backend\charts\h_bar\h_bar_041.png,x_axis_type_wrong,,numeric,numeric,text,text,6,18,11,18,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_041_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_041_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_041_ticks.json,
h_bar,h_bar_047.png,F:\program\test-demo\backend\charts\h_bar\h_bar_047.png,x_axis_type_wrong,,numeric,numeric,text,text,8,5,15,5,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_047_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_047_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_047_ticks.json,
h_bar,h_bar_048.png,F:\program\test-demo\backend\charts\h_bar\h_bar_048.png,x_axis_type_wrong,,numeric,numeric,text,text,7,3,13,3,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_048_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_048_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_048_ticks.json,
h_bar,h_bar_050.png,F:\program\test-demo\backend\charts\h_bar\h_bar_050.png,x_axis_type_wrong,,numeric,numeric,text,text,7,9,13,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_050_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_050_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_050_ticks.json,
h_bar,h_bar_051.png,F:\program\test-demo\backend\charts\h_bar\h_bar_051.png,x_axis_type_wrong,,numeric,numeric,text,text,6,10,11,10,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_051_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_051_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_051_ticks.json,
h_bar,h_bar_052.png,F:\program\test-demo\backend\charts\h_bar\h_bar_052.png,x_axis_type_wrong,,numeric,numeric,text,text,6,11,11,11,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_052_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_052_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_052_ticks.json,
h_bar,h_bar_054.png,F:\program\test-demo\backend\charts\h_bar\h_bar_054.png,x_axis_type_wrong,,numeric,numeric,text,text,5,5,9,5,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_054_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_054_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_054_ticks.json,
h_bar,h_bar_057.png,F:\program\test-demo\backend\charts\h_bar\h_bar_057.png,x_axis_type_wrong,process_failed,unknown,numeric,unknown,text,0,0,0,0,,,,not_enough_tick_lines
h_bar,h_bar_060.png,F:\program\test-demo\backend\charts\h_bar\h_bar_060.png,x_axis_type_wrong,,numeric,numeric,text,text,10,20,19,20,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_060_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_060_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_060_ticks.json,
h_bar,h_bar_063.png,F:\program\test-demo\backend\charts\h_bar\h_bar_063.png,x_axis_type_wrong,,numeric,numeric,text,text,6,4,11,4,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_063_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_063_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_063_ticks.json,
h_bar,h_bar_073.png,F:\program\test-demo\backend\charts\h_bar\h_bar_073.png,x_axis_type_wrong,,numeric,numeric,text,text,9,9,17,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_073_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_073_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_073_ticks.json,
h_bar,h_bar_075.png,F:\program\test-demo\backend\charts\h_bar\h_bar_075.png,x_axis_type_wrong,,numeric,numeric,text,text,6,3,11,3,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_075_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_075_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_075_ticks.json,
h_bar,h_bar_081.png,F:\program\test-demo\backend\charts\h_bar\h_bar_081.png,x_axis_type_wrong,,numeric,numeric,text,text,5,10,9,10,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_081_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_081_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_081_ticks.json,
h_bar,h_bar_084.png,F:\program\test-demo\backend\charts\h_bar\h_bar_084.png,x_axis_type_wrong,,numeric,numeric,text,text,8,10,15,10,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_084_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_084_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_084_ticks.json,
h_bar,h_bar_085.png,F:\program\test-demo\backend\charts\h_bar\h_bar_085.png,x_axis_type_wrong,,numeric,numeric,text,text,8,4,15,4,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_085_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_085_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_085_ticks.json,
h_bar,h_bar_089.png,F:\program\test-demo\backend\charts\h_bar\h_bar_089.png,x_axis_type_wrong,,numeric,numeric,text,text,7,13,13,13,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_089_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_089_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_089_ticks.json,
h_bar,h_bar_098.png,F:\program\test-demo\backend\charts\h_bar\h_bar_098.png,x_axis_type_wrong,,numeric,numeric,text,text,6,9,11,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_098_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_098_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_098_ticks.json,
h_bar,h_bar_099.png,F:\program\test-demo\backend\charts\h_bar\h_bar_099.png,x_axis_type_wrong,,numeric,numeric,text,text,6,15,11,15,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_099_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_099_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_099_ticks.json,
h_bar,h_bar_101.png,F:\program\test-demo\backend\charts\h_bar\h_bar_101.png,x_axis_type_wrong,,numeric,numeric,text,text,5,20,9,20,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_101_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_101_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_101_ticks.json,
h_bar,h_bar_103.png,F:\program\test-demo\backend\charts\h_bar\h_bar_103.png,x_axis_type_wrong,,numeric,numeric,text,text,8,20,15,20,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_103_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_103_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_103_ticks.json,
h_bar,h_bar_107.png,F:\program\test-demo\backend\charts\h_bar\h_bar_107.png,x_axis_type_wrong,,numeric,numeric,text,text,7,7,13,7,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_107_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_107_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_107_ticks.json,
h_bar,h_bar_108.png,F:\program\test-demo\backend\charts\h_bar\h_bar_108.png,x_axis_type_wrong,,numeric,numeric,text,text,9,9,17,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_108_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_108_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_108_ticks.json,
h_bar,h_bar_113.png,F:\program\test-demo\backend\charts\h_bar\h_bar_113.png,x_axis_type_wrong,,numeric,numeric,text,text,7,10,13,10,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_113_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_113_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_113_ticks.json,
