Entity,Code,Year,Human Development Index,GDP per capita,Population,World region according to OWID
Congo,COG,2002,0.552,7729.3887,3350770,Africa
Congo,COG,2003,0.553,7577.4565,3445758,Africa
Congo,COG,2004,0.557,7577.446,3565565,Africa
Congo,COG,2005,0.569,7876.118,3696399,Africa
Congo,COG,2006,0.582,8192.58,3837411,Africa
Congo,COG,2007,0.583,7375.8247,3980430,Africa
Congo,COG,2008,0.591,7587.288,4113514,Africa
Congo,COG,2009,0.602,8138.45,4281218,Africa
Congo,COG,2010,0.609,8583.662,4462304,Africa
Congo,COG,2011,0.613,8492.421,4609728,Africa
Congo,COG,2012,0.624,9079.687,4740457,Africa
Congo,COG,2013,0.63,8798.494,4857104,Africa
Congo,COG,2014,0.639,9159.257,4975887,Africa
Congo,COG,2015,0.643,8977.707,5097583,Africa
Congo,COG,2016,0.64,8001.8257,5222545,Africa
Congo,COG,2017,0.635,7372.7705,5351013,Africa
Congo,COG,2018,0.64,7029.3364,5483128,Africa
Congo,COG,2019,0.634,6939.369,5616656,Africa
Congo,COG,2020,0.643,6350.5093,5752792,Africa
Congo,COG,2021,0.643,6263.2114,5892187,Africa
Congo,COG,2022,0.644,6205.105,6035104,Africa
Congo,COG,2023,0.649,6172.2876,6182890,Africa
Congo,COG,2024,,6181.4707,6182890,Africa
Costa Rica,CRI,1990,0.677,10953.426,3121707,North America
Costa Rica,CRI,1991,0.682,10920.1,3202182,North America
Costa Rica,CRI,1992,0.691,11626.836,3284261,North America
Costa Rica,CRI,1993,0.696,12144.449,3367436,North America
Costa Rica,CRI,1994,0.701,12385.454,3451122,North America
Costa Rica,CRI,1995,0.706,12593.226,3535179,North America
Costa Rica,CRI,1996,0.707,12467.621,3619012,North America
Costa Rica,CRI,1997,0.712,12856.583,3701713,North America
Costa Rica,CRI,1998,0.714,13481.06,3782840,North America
Costa Rica,CRI,1999,0.717,13760.924,3862103,North America
Costa Rica,CRI,2000,0.72,14018.742,3937737,North America
Costa Rica,CRI,2001,0.726,14250.463,4008951,North America
Costa Rica,CRI,2002,0.73,14495.992,4075710,North America
Costa Rica,CRI,2003,0.736,14891.34,4138791,North America
Costa Rica,CRI,2004,0.741,15323.289,4200079,North America
Costa Rica,CRI,2005,0.748,15703.963,4261240,North America
Costa Rica,CRI,2006,0.755,16620.135,4321337,North America
Costa Rica,CRI,2007,0.76,17743.623,4380250,North America
Costa Rica,CRI,2008,0.769,18334.014,4440058,North America
Costa Rica,CRI,2009,0.773,17932.615,4499788,North America
Costa Rica,CRI,2010,0.776,18660.92,4555965,North America
Costa Rica,CRI,2011,0.783,19254.914,4609834,North America
Costa Rica,CRI,2012,0.789,19960.793,4663930,North America
Costa Rica,CRI,2013,0.795,20232.268,4716153,North America
Costa Rica,CRI,2014,0.802,20724.922,4767126,North America
Costa Rica,CRI,2015,0.803,21254.783,4818045,North America
Costa Rica,CRI,2016,0.805,21925.6,4867003,North America
Costa Rica,CRI,2017,0.809,22622.553,4913177,North America
Costa Rica,CRI,2018,0.813,23005.312,4957813,North America
Costa Rica,CRI,2019,0.821,23364.783,4999549,North America
Costa Rica,CRI,2020,0.819,22211.861,5034323,North America
Costa Rica,CRI,2021,0.817,23852.926,5059991,North America
Costa Rica,CRI,2022,0.823,24831.719,5081764,North America
Costa Rica,CRI,2023,0.833,25979.629,5105526,North America
Costa Rica,CRI,2024,,26973.436,5105526,North America
Cote d'Ivoire,CIV,1990,0.389,5255.51,12189780,Africa
Cote d'Ivoire,CIV,1991,0.39,5052.8516,12683875,Africa
Cote d'Ivoire,CIV,1992,0.392,4843.2935,13200313,Africa
Cote d'Ivoire,CIV,1993,0.393,4645.4673,13735955,Africa
Cote d'Ivoire,CIV,1994,0.396,4502.4595,14287211,Africa
Cote d'Ivoire,CIV,1995,0.399,4638.7573,14855566,Africa
Cote d'Ivoire,CIV,1996,0.403,4807.4243,15442322,Africa
Cote d'Ivoire,CIV,1997,0.409,5072.597,16047178,Africa
Cote d'Ivoire,CIV,1998,0.413,5093.132,16663948,Africa
Cote d'Ivoire,CIV,1999,0.416,4987.357,17215937,Africa
Cote d'Ivoire,CIV,2000,0.419,4838.3403,17699007,Africa
Cote d'Ivoire,CIV,2001,0.422,4609.1445,18178920,Africa
Cote d'Ivoire,CIV,2002,0.424,4368.928,18654772,Africa
Cote d'Ivoire,CIV,2003,0.425,4060.0005,19125546,Africa
Cote d'Ivoire,CIV,2004,0.43,4088.945,19594997,Africa
Cote d'Ivoire,CIV,2005,0.435,4032.2458,20068468,Africa
Cote d'Ivoire,CIV,2006,0.44,4049.2603,20546808,Africa
Cote d'Ivoire,CIV,2007,0.445,3999.691,21030558,Africa
Cote d'Ivoire,CIV,2008,0.452,4096.7236,21514446,Africa
Cote d'Ivoire,CIV,2009,0.458,4151.0537,21997936,Africa
Cote d'Ivoire,CIV,2010,0.465,4338.6523,22488068,Africa
Cote d'Ivoire,CIV,2011,0.469,4017.4077,22982003,Africa
Cote d'Ivoire,CIV,2012,0.478,4234.1807,23467083,Africa
Cote d'Ivoire,CIV,2013,0.487,4597.1865,23939775,Africa
Cote d'Ivoire,CIV,2014,0.511,4907.5747,24527393,Africa
Cote d'Ivoire,CIV,2015,0.519,5110.8623,25246347,Africa
Cote d'Ivoire,CIV,2016,0.53,5320.8467,25989404,Africa
Cote d'Ivoire,CIV,2017,0.539,5556.114,26733376,Africa
Cote d'Ivoire,CIV,2018,0.545,5670.2,27464175,Africa
Cote d'Ivoire,CIV,2019,0.552,5894.879,28193014,Africa
Cote d'Ivoire,CIV,2020,0.553,5787.8154,28915452,Africa
Cote d'Ivoire,CIV,2021,0.557,6045.2046,29639737,Africa
Cote d'Ivoire,CIV,2022,0.565,6272.264,30395004,Africa
Cote d'Ivoire,CIV,2023,0.582,6520.899,31165653,Africa
Cote d'Ivoire,CIV,2024,,6747.038,31165653,Africa
Croatia,HRV,1990,,23399.736,4835067,Europe
Croatia,HRV,1991,,18812.943,4825159,Europe
Croatia,HRV,1992,,17020.238,4782235,Europe
Croatia,HRV,1993,,15570.403,4729734,Europe
Croatia,HRV,1994,,16301.754,4675517,Europe
Croatia,HRV,1995,0.713,17522.75,4619362,Europe
Croatia,HRV,1996,0.725,18849.98,4562290,Europe
Croatia,HRV,1997,0.734,20110.514,4504627,Europe
Croatia,HRV,1998,0.744,20575.975,4445669,Europe
Croatia,HRV,1999,0.753,20489.678,4385823,Europe
Croatia,HRV,2000,0.769,21302.25,4326105,Europe
Croatia,HRV,2001,0.785,22826.625,4301079,Europe
Croatia,HRV,2002,0.792,24137.115,4305783,Europe
Croatia,HRV,2003,0.798,25473.906,4306683,Europe
Croatia,HRV,2004,0.807,26528.887,4310050,Europe
Croatia,HRV,2005,0.814,27641.207,4313946,Europe
Croatia,HRV,2006,0.819,29035.53,4315802,Europe
Croatia,HRV,2007,0.825,30508.28,4315959,Europe
Croatia,HRV,2008,0.827,31113.865,4314635,Europe
Croatia,HRV,2009,0.826,29024.76,4310537,Europe
Croatia,HRV,2010,0.831,28702.004,4301150,Europe
Croatia,HRV,2011,0.836,28769.33,4280827,Europe
Croatia,HRV,2012,0.839,28259.346,4259233,Europe
Croatia,HRV,2013,0.846,28397.855,4242403,Europe
Croatia,HRV,2014,0.848,28456.736,4219485,Europe
Croatia,HRV,2015,0.852,29466.7,4183732,Europe
Croatia,HRV,2016,0.856,30821.164,4136438,Europe
Croatia,HRV,2017,0.862,32348.934,4079198,Europe
Croatia,HRV,2018,0.867,33729.906,4024868,Europe
Croatia,HRV,2019,0.872,35122.85,3986338,Europe
Croatia,HRV,2020,0.867,32493.312,3953956,Europe
Croatia,HRV,2021,0.876,36930.285,3924607,Europe
Croatia,HRV,2022,0.886,39864.01,3907031,Europe
Croatia,HRV,2023,0.889,41320.203,3896023,Europe
Croatia,HRV,2024,,42829.2,3896023,Europe
Cuba,CUB,1990,0.687,,10631796,North America
Cuba,CUB,1991,0.681,,10717640,North America
Cuba,CUB,1992,0.674,,10785807,North America
Cuba,CUB,1993,0.665,,10841040,North America
Cuba,CUB,1994,0.662,,10886022,North America
Cuba,CUB,1995,0.664,,10925362,North America
Cuba,CUB,1996,0.675,,10962009,North America
Cuba,CUB,1997,0.679,,10997933,North America
Cuba,CUB,1998,0.683,,11034716,North America
Cuba,CUB,1999,0.69,,11072230,North America
Cuba,CUB,2000,0.697,,11109112,North America
Cuba,CUB,2001,0.705,,11144134,North America
Cuba,CUB,2002,0.711,,11177422,North America
Cuba,CUB,2003,0.721,,11209379,North America
Cuba,CUB,2004,0.734,,11238756,North America
Cuba,CUB,2005,0.747,,11262553,North America
Cuba,CUB,2006,0.766,,11278550,North America
Cuba,CUB,2007,0.78,,11287274,North America
Cuba,CUB,2008,0.788,,11291764,North America
Cuba,CUB,2009,0.788,,11294719,North America
Cuba,CUB,2010,0.783,,11297414,North America
Cuba,CUB,2011,0.781,,11301578,North America
Cuba,CUB,2012,0.777,,11303172,North America
Cuba,CUB,2013,0.771,,11298163,North America
Cuba,CUB,2014,0.77,,11285780,North America
Cuba,CUB,2015,0.769,,11275069,North America
Cuba,CUB,2016,0.767,,11265615,North America
Cuba,CUB,2017,0.767,,11247824,North America
Cuba,CUB,2018,0.769,,11227116,North America
Cuba,CUB,2019,0.769,,11202847,North America
Cuba,CUB,2020,0.762,,11176349,North America
Cuba,CUB,2021,0.745,,11122169,North America
Cuba,CUB,2022,0.764,,11059822,North America
Cuba,CUB,2023,0.762,,11019932,North America
Curacao,CUW,2000,,34307.125,145540,North America
Curacao,CUW,2001,,35339.066,144758,North America
Curacao,CUW,2002,,35435.996,145911,North America
Curacao,CUW,2003,,34812.79,147923,North America
Curacao,CUW,2004,,34288.74,149805,North America
Curacao,CUW,2005,,33651.504,151324,North America
Curacao,CUW,2006,,33334.855,152516,North America
Curacao,CUW,2007,,33490.254,153672,North America
Curacao,CUW,2008,,33795.13,154784,North America
Curacao,CUW,2009,,33397.4,155832,North America
Curacao,CUW,2010,,33004.555,156881,North America
Curacao,CUW,2011,,32704.355,158572,North America
Curacao,CUW,2012,,32320.877,160904,North America
Curacao,CUW,2013,,31753.385,163122,North America
Curacao,CUW,2014,,31128.646,165041,North America
Curacao,CUW,2015,,30861.32,166621,North America
Curacao,CUW,2016,,30209.79,167787,North America
Curacao,CUW,2017,,29729.102,168525,North America
Curacao,CUW,2018,,29256.814,181590,North America
Curacao,CUW,2019,,28659.656,189555,North America
Curacao,CUW,2020,,23669.771,185029,North America
Curacao,CUW,2021,,24905.768,185324,North America
Curacao,CUW,2022,,26734.646,185350,North America
Curacao,CUW,2023,,27617.92,185437,North America
Curacao,CUW,2024,,28762.059,185437,North America
Cyprus,CYP,1990,0.749,27666.65,788355,Europe
Cyprus,CYP,1991,0.754,27159.04,798950,Europe
Cyprus,CYP,1992,0.761,28931.936,810344,Europe
Cyprus,CYP,1993,0.764,28439.332,826042,Europe
Cyprus,CYP,1994,0.771,29500.746,844669,Europe
Cyprus,CYP,1995,0.777,31393.377,862698,Europe
Cyprus,CYP,1996,0.782,31282.738,880295,Europe
Cyprus,CYP,1997,0.788,31656.96,897574,Europe
Cyprus,CYP,1998,0.798,33182.125,914552,Europe
Cyprus,CYP,1999,0.802,34452.867,931235,Europe
Cyprus,CYP,2000,0.808,36121.816,947667,Europe
Cyprus,CYP,2001,0.815,37146.996,964129,Europe
Cyprus,CYP,2002,0.827,38090.934,981443,Europe
Cyprus,CYP,2003,0.835,38617.973,999600,Europe
Cyprus,CYP,2004,0.84,40020.09,1017875,Europe
Cyprus,CYP,2005,0.844,41362.266,1036156,Europe
Cyprus,CYP,2006,0.85,42595.38,1054424,Europe
Cyprus,CYP,2007,0.855,43823.94,1072727,Europe
Cyprus,CYP,2008,0.862,44295.812,1091029,Europe
Cyprus,CYP,2009,0.867,42253.562,1109377,Europe
Cyprus,CYP,2010,0.869,42102.457,1127826,Europe
Cyprus,CYP,2011,0.872,41212.86,1146493,Europe
Cyprus,CYP,2012,0.872,39190.383,1165403,Europe
Cyprus,CYP,2013,0.873,36650.723,1183899,Europe
Cyprus,CYP,2014,0.875,36105.05,1201806,Europe
Cyprus,CYP,2015,0.882,37258.652,1219504,Europe
Cyprus,CYP,2016,0.888,39501.016,1237114,Europe
Cyprus,CYP,2017,0.897,41418.16,1254274,Europe
Cyprus,CYP,2018,0.902,43510.21,1270743,Europe
Cyprus,CYP,2019,0.907,45454.363,1286669,Europe
Cyprus,CYP,2020,0.905,43402.54,1302250,Europe
Cyprus,CYP,2021,0.907,47632.77,1317311,Europe
Cyprus,CYP,2022,0.908,50623.797,1331376,Europe
Cyprus,CYP,2023,0.913,51453.727,1344981,Europe
Cyprus,CYP,2024,,52635.582,1344981,Europe
Czechia,CZE,1990,0.753,27918.137,10301989,Europe
Czechia,CZE,1991,0.751,24734.77,10304420,Europe
Czechia,CZE,1992,0.752,24584.33,10312449,Europe
Czechia,CZE,1993,0.76,24573.992,10320404,Europe
Czechia,CZE,1994,0.771,25279.791,10322332,Europe
Czechia,CZE,1995,0.781,26869.02,10312041,Europe
Czechia,CZE,1996,0.793,28021.67,10296140,Europe
Czechia,CZE,1997,0.797,27884.74,10280049,Europe
Czechia,CZE,1998,0.802,27801.44,10265430,Europe
Czechia,CZE,1999,0.806,28213.455,10251385,Europe
Czechia,CZE,2000,0.817,29427.406,10236809,Europe
Czechia,CZE,2001,0.828,30399.873,10231942,Europe
Czechia,CZE,2002,0.835,30919.549,10239474,Europe
Czechia,CZE,2003,0.842,31949.297,10248907,Europe
Czechia,CZE,2004,0.848,33452.34,10261453,Europe
Czechia,CZE,2005,0.856,35535.746,10280155,Europe
Czechia,CZE,2006,0.864,37786.88,10304592,Europe
Czechia,CZE,2007,0.87,39629.008,10337539,Europe
Czechia,CZE,2008,0.873,40328.344,10378298,Europe
Czechia,CZE,2009,0.875,38175.14,10420985,Europe
Czechia,CZE,2010,0.88,39097.387,10464035,Europe
Czechia,CZE,2011,0.883,39708.164,10495508,Europe
Czechia,CZE,2012,0.885,39347.05,10507339,Europe
Czechia,CZE,2013,0.892,39317.555,10511164,Europe
Czechia,CZE,2014,0.898,40158.016,10517223,Europe
Czechia,CZE,2015,0.9,42066.574,10524418,Europe
Czechia,CZE,2016,0.902,43069.465,10531946,Europe
Czechia,CZE,2017,0.904,45177.523,10541343,Europe
Czechia,CZE,2018,0.901,46301.082,10548934,Europe
Czechia,CZE,2019,0.903,47763.617,10554872,Europe
Czechia,CZE,2020,0.898,45119.938,10550129,Europe
Czechia,CZE,2021,0.901,47796.035,10530683,Europe
Czechia,CZE,2022,0.911,48390.66,10673216,Europe
Czechia,CZE,2023,0.915,47558.41,10809722,Europe
Czechia,CZE,2024,,47963.9,10809722,Europe
Democratic Republic of Congo,COD,1990,0.388,2403.9702,36684065,Africa
Democratic Republic of Congo,COD,1991,0.389,2129.449,37925828,Africa
Democratic Republic of Congo,COD,1992,0.387,1842.5485,39228908,Africa
Democratic Republic of Congo,COD,1993,0.385,1538.3969,40656338,Africa
Democratic Republic of Congo,COD,1994,0.382,1410.0565,42626873,Africa
Democratic Republic of Congo,COD,1995,0.385,1362.1877,44433718,Africa
Democratic Republic of Congo,COD,1996,0.386,1322.5801,45296125,Africa
Democratic Republic of Congo,COD,1997,0.388,1228.3907,46029907,Africa
Democratic Republic of Congo,COD,1998,0.385,1176.0505,47297595,Africa
Democratic Republic of Congo,COD,1999,0.383,1088.6504,48912972,Africa
Democratic Republic of Congo,COD,2000,0.391,981.42206,50507445,Africa
Democratic Republic of Congo,COD,2001,0.389,930.85785,52132646,Africa
Democratic Republic of Congo,COD,2002,0.392,929.4528,53750529,Africa
Democratic Republic of Congo,COD,2003,0.398,953.0446,55343873,Africa
Democratic Republic of Congo,COD,2004,0.403,987.74695,56997740,Africa
Democratic Republic of Congo,COD,2005,0.408,1016.6339,58775726,Africa
Democratic Republic of Congo,COD,2006,0.413,1036.1333,60615909,Africa
Democratic Republic of Congo,COD,2007,0.417,1091.004,62477753,Africa
Democratic Republic of Congo,COD,2008,0.426,1136.9468,64390658,Africa
Democratic Republic of Congo,COD,2009,0.431,1108.5751,66412038,Africa
Democratic Republic of Congo,COD,2010,0.44,1158.0143,68563038,Africa
Democratic Republic of Congo,COD,2011,0.447,1205.7399,70849311,Africa
Democratic Republic of Congo,COD,2012,0.451,1267.2383,73254623,Africa
Democratic Republic of Congo,COD,2013,0.456,1342.7416,75789397,Africa
Democratic Republic of Congo,COD,2014,0.467,1392.7584,78403248,Africa
Democratic Republic of Congo,COD,2015,0.477,1433.2158,81035532,Africa
Democratic Republic of Congo,COD,2016,0.487,1388.8016,83956416,Africa
Democratic Republic of Congo,COD,2017,0.491,1395.7196,87083400,Africa
Democratic Republic of Congo,COD,2018,0.497,1431.7285,90047647,Africa
Democratic Republic of Congo,COD,2019,0.501,1394.7646,92947450,Africa
Democratic Republic of Congo,COD,2020,0.506,1361.028,95990000,Africa
Democratic Republic of Congo,COD,2021,0.508,1402.3856,99148930,Africa
Democratic Republic of Congo,COD,2022,0.514,1484.3384,102396974,Africa
Democratic Republic of Congo,COD,2023,0.522,1559.338,105789733,Africa
Democratic Republic of Congo,COD,2024,,1602.075,105789733,Africa
Denmark,DNK,1990,0.844,46200.477,5141024,Europe
Denmark,DNK,1991,0.848,46752.67,5154346,Europe
Denmark,DNK,1992,0.85,47540.926,5171372,Europe
Denmark,DNK,1993,0.853,47345.414,5188638,Europe
Denmark,DNK,1994,0.859,49684.137,5206188,Europe
Denmark,DNK,1995,0.862,50927.547,5233364,Europe
Denmark,DNK,1996,0.87,52106.562,5263071,Europe
Denmark,DNK,1997,0.876,53534.613,5285041,Europe
Denmark,DNK,1998,0.883,54581.414,5304263,Europe
Denmark,DNK,1999,0.894,56015.355,5321814,Europe
Denmark,DNK,2000,0.896,57907.504,5339659,Europe
Denmark,DNK,2001,0.902,58248.555,5358825,Europe
Denmark,DNK,2002,0.902,58327.83,5375967,Europe
Denmark,DNK,2003,0.907,58425.965,5390621,Europe
Denmark,DNK,2004,0.912,59893.094,5404594,Europe
Denmark,DNK,2005,0.917,61137.68,5419550,Europe
Denmark,DNK,2006,0.917,63262.742,5437425,Europe
Denmark,DNK,2007,0.918,63604.562,5461604,Europe
Denmark,DNK,2008,0.922,62968.16,5493762,Europe
Denmark,DNK,2009,0.915,59516.508,5523169,Europe
Denmark,DNK,2010,0.92,60190.633,5547865,Europe
Denmark,DNK,2011,0.934,60729.055,5570848,Europe
Denmark,DNK,2012,0.938,60497.69,5591911,Europe
Denmark,DNK,2013,0.941,61085.03,5615333,Europe
Denmark,DNK,2014,0.939,61552.8,5643795,Europe
Denmark,DNK,2015,0.943,62405.715,5683698,Europe
Denmark,DNK,2016,0.951,63823.45,5728196,Europe
Denmark,DNK,2017,0.951,65352.4,5765164,Europe
Denmark,DNK,2018,0.95,66238.7,5793824,Europe
Denmark,DNK,2019,0.953,67131.47,5814618,Europe
Denmark,DNK,2020,0.954,65744.44,5831529,Europe
Denmark,DNK,2021,0.958,69715.18,5856774,Europe
Denmark,DNK,2022,0.959,69475.32,5902901,Europe
Denmark,DNK,2023,0.962,69379.22,5948134,Europe
Denmark,DNK,2024,,71431.29,5948134,Europe
Djibouti,DJI,1995,0.318,,633075,Africa
Djibouti,DJI,1996,0.32,,648354,Africa
Djibouti,DJI,1997,0.324,,671826,Africa
Djibouti,DJI,1998,0.327,,699355,Africa
Djibouti,DJI,1999,0.333,,724228,Africa
Djibouti,DJI,2000,0.337,,747326,Africa
Djibouti,DJI,2001,0.342,,771311,Africa
Djibouti,DJI,2002,0.349,,795576,Africa
Djibouti,DJI,2003,0.36,,813528,Africa
Djibouti,DJI,2004,0.368,,826133,Africa
Djibouti,DJI,2005,0.375,,839174,Africa
Djibouti,DJI,2006,0.385,,855767,Africa
Djibouti,DJI,2007,0.392,,874530,Africa
Djibouti,DJI,2008,0.4,,892739,Africa
Djibouti,DJI,2009,0.411,,911524,Africa
Djibouti,DJI,2010,0.421,,930252,Africa
Djibouti,DJI,2011,0.432,,948565,Africa
Djibouti,DJI,2012,0.442,,966754,Africa
Djibouti,DJI,2013,0.45,4469.074,984833,Africa
Djibouti,DJI,2014,0.459,4705.0493,1002720,Africa
Djibouti,DJI,2015,0.469,4961.868,1020316,Africa
Djibouti,DJI,2016,0.477,5226.5005,1037660,Africa
Djibouti,DJI,2017,0.484,5421.9565,1054844,Africa
Djibouti,DJI,2018,0.492,5590.5044,1071886,Africa
Djibouti,DJI,2019,0.497,5809.3047,1088710,Africa
Djibouti,DJI,2020,0.499,5791.4775,1105193,Africa
Djibouti,DJI,2021,0.501,5960.108,1121251,Africa
Djibouti,DJI,2022,0.51,6180.68,1137101,Africa
Djibouti,DJI,2023,0.513,6510.6787,1152951,Africa
Djibouti,DJI,2024,,6871.1245,1152951,Africa
Dominica,DMA,1990,,11311.552,69644,North America
Dominica,DMA,1991,,11518.765,69321,North America
Dominica,DMA,1992,,11747.611,69344,North America
Dominica,DMA,1993,,11982.859,69453,North America
Dominica,DMA,1994,,11979.399,69493,North America
Dominica,DMA,1995,,12343.9,69490,North America
Dominica,DMA,1996,,12737.897,69422,North America
Dominica,DMA,1997,,13037.149,69315,North America
Dominica,DMA,1998,,13563.453,69144,North America
Dominica,DMA,1999,,13661.679,68883,North America
Dominica,DMA,2000,0.721,14054.655,68527,North America
Dominica,DMA,2001,0.725,14091.549,68299,North America
Dominica,DMA,2002,0.724,13640.703,68385,North America
Dominica,DMA,2003,0.728,14398.002,68552,North America
Dominica,DMA,2004,0.73,14962.246,68664,North America
Dominica,DMA,2005,0.732,15080.5205,68750,North America
Dominica,DMA,2006,0.737,15727.705,68823,North America
Dominica,DMA,2007,0.74,16560.518,68862,North America
Dominica,DMA,2008,0.745,17738.041,68866,North America
Dominica,DMA,2009,0.746,17534.033,68879,North America
Dominica,DMA,2010,0.747,17516.787,68872,North America
Dominica,DMA,2011,0.745,17475.041,69073,North America
Dominica,DMA,2012,0.745,17431.129,69138,North America
Dominica,DMA,2013,0.745,17282.637,69733,North America
Dominica,DMA,2014,0.748,17520.855,70387,North America
Dominica,DMA,2015,0.741,16920.912,70429,North America
Dominica,DMA,2016,0.751,17364.078,69627,North America
Dominica,DMA,2017,0.735,16314.2295,68514,North America
Dominica,DMA,2018,0.755,16877.125,68195,North America
Dominica,DMA,2019,0.758,17619.434,67901,North America
Dominica,DMA,2020,0.753,14919.531,67588,North America
Dominica,DMA,2021,0.749,15808.975,67222,North America
Dominica,DMA,2022,0.759,17550.8,66847,North America
Dominica,DMA,2023,0.761,18278.225,66531,North America
Dominica,DMA,2024,,18739.363,66531,North America
Dominican Republic,DOM,1990,0.589,7327.7266,7151165,North America
Dominican Republic,DOM,1991,0.594,7246.2466,7299849,North America
Dominican Republic,DOM,1992,0.604,7900.768,7447476,North America
Dominican Republic,DOM,1993,0.611,8318.492,7594567,North America
Dominican Republic,DOM,1994,0.617,8372.071,7741694,North America
Dominican Republic,DOM,1995,0.624,8685.017,7888120,North America
Dominican Republic,DOM,1996,0.631,9036.884,8032895,North America
Dominican Republic,DOM,1997,0.639,9671.148,8174081,North America
Dominican Republic,DOM,1998,0.645,10150.446,8310369,North America
Dominican Republic,DOM,1999,0.652,10582.077,8446207,North America
Dominican Republic,DOM,2000,0.658,10896.318,8584196,North America
Dominican Republic,DOM,2001,0.663,10991.137,8720287,North America
Dominican Republic,DOM,2002,0.668,11313.069,8852231,North America
Dominican Republic,DOM,2003,0.67,11000.868,8980626,North America
Dominican Republic,DOM,2004,0.673,11131.2705,9104889,North America
Dominican Republic,DOM,2005,0.683,12022.508,9225035,North America
Dominican Republic,DOM,2006,0.691,12961.918,9341187,North America
Dominican Republic,DOM,2007,0.698,13754.921,9455663,North America
Dominican Republic,DOM,2008,0.704,14030.141,9573135,North America
Dominican Republic,DOM,2009,0.707,13992.41,9695270,North America
Dominican Republic,DOM,2010,0.715,14975.001,9820180,North America
Dominican Republic,DOM,2011,0.721,15258.086,9945623,North America
Dominican Republic,DOM,2012,0.727,15487.277,10070409,North America
Dominican Republic,DOM,2013,0.731,16054.768,10193838,North America
Dominican Republic,DOM,2014,0.737,16993.588,10315523,North America
Dominican Republic,DOM,2015,0.747,17973.188,10434826,North America
Dominican Republic,DOM,2016,0.766,18968.975,10551430,North America
Dominican Republic,DOM,2017,0.77,19501.875,10666846,North America
Dominican Republic,DOM,2018,0.773,20662.848,10782048,North America
Dominican Republic,DOM,2019,0.771,21451.287,10894043,North America
Dominican Republic,DOM,2020,0.767,19545.41,11008298,North America
Dominican Republic,DOM,2021,0.762,22053.459,11123480,North America
Dominican Republic,DOM,2022,0.778,22986.959,11230734,North America
Dominican Republic,DOM,2023,0.776,23282.49,11331269,North America
Dominican Republic,DOM,2024,,24229.889,11331269,North America
East Asia and Pacific (WB),WB_EAP,1990,,5756.0933,,
East Asia and Pacific (WB),WB_EAP,1991,,5988.0327,,
East Asia and Pacific (WB),WB_EAP,1992,,6222.934,,
East Asia and Pacific (WB),WB_EAP,1993,,6469.884,,
East Asia and Pacific (WB),WB_EAP,1994,,6784.153,,
East Asia and Pacific (WB),WB_EAP,1995,,7136.054,,
East Asia and Pacific (WB),WB_EAP,1996,,7492.9214,,
East Asia and Pacific (WB),WB_EAP,1997,,7741.4346,,
East Asia and Pacific (WB),WB_EAP,1998,,7650.917,,
East Asia and Pacific (WB),WB_EAP,1999,,7893.5933,,
East Asia and Pacific (WB),WB_EAP,2000,,8279.299,,
East Asia and Pacific (WB),WB_EAP,2001,,8512.431,,
East Asia and Pacific (WB),WB_EAP,2002,,8870.338,,
East Asia and Pacific (WB),WB_EAP,2003,,9295.639,,
East Asia and Pacific (WB),WB_EAP,2004,,9822.029,,
East Asia and Pacific (WB),WB_EAP,2005,,10389.535,,
East Asia and Pacific (WB),WB_EAP,2006,,11051.691,,
East Asia and Pacific (WB),WB_EAP,2007,,11869.004,,
East Asia and Pacific (WB),WB_EAP,2008,,12377.856,,
East Asia and Pacific (WB),WB_EAP,2009,,12714.224,,
East Asia and Pacific (WB),WB_EAP,2010,,13649.818,,
East Asia and Pacific (WB),WB_EAP,2011,,14359.679,,
East Asia and Pacific (WB),WB_EAP,2012,,15050.348,,
East Asia and Pacific (WB),WB_EAP,2013,,15769.158,,
East Asia and Pacific (WB),WB_EAP,2014,,16465.184,,
East Asia and Pacific (WB),WB_EAP,2015,,17172.613,,
East Asia and Pacific (WB),WB_EAP,2016,,17906.893,,
East Asia and Pacific (WB),WB_EAP,2017,,18741.928,,
East Asia and Pacific (WB),WB_EAP,2018,,19592.787,,
East Asia and Pacific (WB),WB_EAP,2019,,20360.18,,
East Asia and Pacific (WB),WB_EAP,2020,,20267.256,,
East Asia and Pacific (WB),WB_EAP,2021,,21508.496,,
East Asia and Pacific (WB),WB_EAP,2022,,22175.197,,
East Asia and Pacific (WB),WB_EAP,2023,,23098.934,,
East Asia and Pacific (WB),WB_EAP,2024,,24015.938,,
East Asia and the Pacific (UNDP),,1990,0.514,,,
East Asia and the Pacific (UNDP),,1991,0.522,,,
East Asia and the Pacific (UNDP),,1992,0.531,,,
East Asia and the Pacific (UNDP),,1993,0.541,,,
East Asia and the Pacific (UNDP),,1994,0.55,,,
East Asia and the Pacific (UNDP),,1995,0.559,,,
East Asia and the Pacific (UNDP),,1996,0.57,,,
East Asia and the Pacific (UNDP),,1997,0.579,,,
East Asia and the Pacific (UNDP),,1998,0.586,,,
East Asia and the Pacific (UNDP),,1999,0.594,,,
East Asia and the Pacific (UNDP),,2000,0.604,,,
East Asia and the Pacific (UNDP),,2001,0.612,,,
East Asia and the Pacific (UNDP),,2002,0.622,,,
East Asia and the Pacific (UNDP),,2003,0.632,,,
East Asia and the Pacific (UNDP),,2004,0.641,,,
